Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
IPCM,Krakatau Steel (Persero) Tbk.,11/10/2010,19346396900,Utama,Basic Materials,358,6.93E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/10/2010,11/18/2022
IPOL,Agung Podomoro Land Tbk.,11/11/2010,22699326779,Utama,Properties & Real Estate,164,3.72E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/11/2010,11/18/2022
IPPE,Wintermar Offshore Marine Tbk.,11/29/2010,4346087057,Utama,Energy,352,1.53E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/29/2010,11/18/2022
IPTV,Midi Utama Indonesia Tbk.,11/30/2010,2882353000,Pengembangan,Consumer Non-Cyclicals,3180,9.17E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/30/2010,11/18/2022
IRRA,Bumi Resources Minerals Tbk.,12/9/2010,1.42E+11,Pengembangan,Basic Materials,184,2.61E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/9/2010,11/18/2022
ISAT,Bank Sinarmas Tbk.,12/13/2010,19517921842,Utama,Financials,800,1.56E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/13/2010,11/18/2022
ISSP,Multifiling Mitra Indonesia Tb,12/29/2010,757581000,Pengembangan,Industrials,785,5.95E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/29/2010,11/18/2022
ITIC,Megapolitan Developments Tbk.,1/12/2011,3350000000,Pengembangan,Properties & Real Estate,133,4.46E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/12/2011,11/18/2022
ITMA,Martina Berto Tbk.,1/13/2011,1070000000,Utama,Consumer Non-Cyclicals,148,1.58E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/13/2011,11/18/2022
ITMG,Garuda Indonesia (Persero) Tbk,2/11/2011,25886576254,Utama,Transportation & Logistic,222,5.75E+12,,,4/16/2020 9:00,4/15/2022 16:00,2/11/2011,11/18/2022
JARR,Mitrabahtera Segara Sejati Tbk,4/6/2011,1750026639,Utama,Energy,1195,2.09E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/6/2011,11/18/2022
JAST,Sejahteraraya Anugrahjaya Tbk.,4/11/2011,12000705445,Utama,Healthcare,515,6.18E+12,11/1/2021 9:00,11/4/2022 15:59,4/16/2020 9:00,11/4/2022 16:00,4/11/2011,11/18/2022
JAWA,Radana Bhaskara Finance Tbk.,5/10/2011,6542445783,Utama,Financials,163,1.07E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/10/2011,11/18/2022
JAYA,Buana Lintas Lautan Tbk.,5/23/2011,14117599210,Utama,Energy,155,2.19E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/23/2011,11/18/2022
JECC,Jaya Agra Wattie Tbk.,5/30/2011,3774685500,Utama,Consumer Non-Cyclicals,125,4.72E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/30/2011,11/18/2022
JGLE,Salim Ivomas Pratama Tbk.,6/9/2011,15816310000,Utama,Consumer Non-Cyclicals,424,6.71E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/9/2011,11/18/2022
JIHD,Metropolitan Land Tbk.,6/20/2011,7655126330,Utama,Properties & Real Estate,356,2.73E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/20/2011,11/18/2022
JKON,KDB Tifa Finance Tbk.,7/8/2011,3552213000,Pengembangan,Financials,496,1.76E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2011,11/18/2022
JKSW,Alkindo Naratama Tbk.,7/12/2011,1316856020,Pengembangan,Basic Materials,840,1.11E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/12/2011,11/18/2022
JMAS,Indo Straits Tbk.,7/12/2011,550165300,Utama,Energy,226,1.24E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/12/2011,11/18/2022
JPFA,Sidomulyo Selaras Tbk.,7/12/2011,1135225000,Pengembangan,Transportation & Logistic,77,87412325000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/12/2011,11/18/2022
JRPT,Buana Artha Anugerah Tbk.,7/13/2011,4800000602,Utama,Financials,136,6.53E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/13/2011,11/18/2022
JSKY,SMR Utama Tbk.,10/10/2011,12499385782,Pengembangan,Energy,50,6.25E+11,,,,,10/10/2011,11/18/2022
JSMR,Solusi Tunas Pratama Tbk.,10/11/2011,1137579698,Pengembangan,Infrastructures,38375,4.37E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/11/2011,11/18/2022
JSPT,Atlas Resources Tbk.,11/8/2011,3131000000,Pengembangan,Energy,298,9.33E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/8/2011,11/18/2022
JTPE,Golden Energy Mines Tbk.,11/17/2011,5882353000,Utama,Energy,6900,4.06E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/17/2011,11/18/2022
KAEF,Visi Media Asia Tbk.,11/21/2011,16464270400,Utama,Consumer Cyclicals,50,8.23E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/21/2011,11/18/2022
KARW,Cardig Aero Services Tbk.,12/5/2011,2086950000,Pengembangan,Infrastructures,412,8.60E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/5/2011,11/18/2022
KAYU,ABM Investama Tbk.,12/6/2011,2753165000,Utama,Industrials,3180,8.76E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/6/2011,11/18/2022
KBAG,Erajaya Swasembada Tbk.,12/14/2011,15950000000,Utama,Consumer Cyclicals,408,6.51E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/14/2011,11/18/2022
KBLI,Saranacentral Bajatama Tbk.,12/21/2011,1800000000,Pengembangan,Basic Materials,146,2.63E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/21/2011,11/18/2022
KBLM,Greenwood Sejahtera Tbk.,12/23/2011,7800760000,Utama,Properties & Real Estate,160,1.25E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/23/2011,11/18/2022
KBLV,Minna Padi Investama Sekuritas,1/9/2012,11307246524,Utama,Financials,50,5.65E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/9/2012,11/18/2022
KBRI,Tiphone Mobile Indonesia Tbk.,1/12/2012,7302194889,Utama,Consumer Cyclicals,50,3.65E+11,6/6/2022 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/12/2012,11/18/2022
KDSI,Surya Esa Perkasa Tbk.,2/1/2012,15660887000,Utama,Basic Materials,1030,1.61E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/1/2012,11/18/2022
KDTN,Bekasi Fajar Industrial Estate,4/10/2012,9647311150,Utama,Properties & Real Estate,139,1.34E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/10/2012,11/18/2022
KEEN,Supra Boga Lestari Tbk.,6/7/2012,1564487500,Utama,Consumer Non-Cyclicals,1035,1.62E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/7/2012,11/18/2022
KEJU,Trisula International Tbk.,6/28/2012,3141443806,Pengembangan,Consumer Cyclicals,182,5.72E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/28/2012,11/18/2022
KETR,Kobexindo Tractors Tbk.,7/5/2012,2272500000,Utama,Industrials,378,8.59E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/5/2012,11/18/2022
KIAS,TBS Energi Utama Tbk.,7/6/2012,8049964000,Utama,Energy,670,5.39E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/6/2012,11/18/2022
KICI,MNC Sky Vision Tbk.,7/9/2012,1994370480,Utama,Consumer Cyclicals,242,4.83E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/9/2012,11/18/2022
KIJA,Tri Banyan Tirta Tbk.,7/10/2012,2191870558,Utama,Consumer Non-Cyclicals,145,3.18E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/10/2012,11/18/2022
KINO,Globe Kita Terang Tbk.,7/10/2012,1111112000,Pengembangan,Consumer Cyclicals,118,1.31E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/10/2012,11/18/2022
KIOS,Aksara Global Development Tbk.,7/11/2012,10011027656,Utama,Properties & Real Estate,50,5.01E+11,11/1/2021 9:00,11/11/2022 15:59,4/16/2020 9:00,11/11/2022 16:00,7/11/2012,11/18/2022
KJEN,Bank Pembangunan Daerah Jawa T,7/12/2012,14865343101,Utama,Financials,710,1.06E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/12/2012,11/18/2022
KKES,Inti Bangun Sejahtera Tbk.,8/31/2012,1350904927,Utama,Infrastructures,6450,8.71E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,8/31/2012,11/18/2022
KKGI,City Retail Developments Tbk.,9/13/2012,22198871804,Pengembangan,Properties & Real Estate,140,3.11E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/13/2012,11/18/2022
KLBF,Sekar Bumi Tbk.,9/28/2012,1730103217,Pengembangan,Consumer Non-Cyclicals,388,6.71E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/28/2012,11/18/2022
KLIN,Provident Agro Tbk.,10/8/2012,7119540356,Pengembangan,Consumer Non-Cyclicals,735,5.23E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/8/2012,11/18/2022
KMDS,Pelayaran Nelly Dwi Putri Tbk.,10/11/2012,2350000000,Pengembangan,Transportation & Logistic,300,7.05E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/11/2012,11/18/2022
KMTR,Express Transindo Utama Tbk.,11/2/2012,10223647156,Utama,Transportation & Logistic,50,5.11E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/2/2012,11/18/2022
KOBX,Baramulti Suksessarana Tbk.,11/8/2012,2616500000,Pengembangan,Energy,3980,1.04E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/8/2012,11/18/2022
KOIN,Adi Sarana Armada Tbk.,11/12/2012,3565786162,Utama,Transportation & Logistic,950,3.39E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/12/2012,11/18/2022
KONI,Wismilak Inti Makmur Tbk.,12/18/2012,2099873760,Utama,Consumer Non-Cyclicals,760,1.60E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/18/2012,11/18/2022
KOPI,Waskita Karya (Persero) Tbk.,12/19/2012,28806807016,Utama,Infrastructures,466,1.34E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/19/2012,11/18/2022
KOTA,Pelayaran Nasional Bina Buana ,1/9/2013,8479490328,Utama,Energy,55,4.66E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/9/2013,11/18/2022
KPAL,Saraswati Griya Lestari Tbk.,1/10/2013,3550001452,Utama,Consumer Cyclicals,50,1.78E+11,11/1/2021 9:00,7/29/2022 15:59,4/16/2020 9:00,7/22/2022 16:00,1/10/2013,11/18/2022
KPAS,Sarana Meditama Metropolitan T,1/11/2013,17113987263,Pengembangan,Healthcare,276,4.72E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/11/2013,11/18/2022
KPIG,Multi Agro Gemilang Plantation,1/16/2013,9000000004,Pengembangan,Consumer Non-Cyclicals,50,4.50E+11,11/1/2021 9:00,7/15/2022 15:59,4/16/2020 9:00,7/15/2022 16:00,1/16/2013,11/18/2022
KRAH,Trans Power Marine Tbk.,2/20/2013,2633300000,Pengembangan,Energy,486,1.28E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/20/2013,11/18/2022
KRAS,Steel Pipe Industry of Indones,2/22/2013,7185992035,Utama,Basic Materials,268,1.93E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/22/2013,11/18/2022
KREN,Dyandra Media International Tb,3/25/2013,4272964279,Utama,Industrials,103,4.40E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/25/2013,11/18/2022
KRYA,Austindo Nusantara Jaya Tbk.,5/8/2013,3354175000,Utama,Consumer Non-Cyclicals,725,2.43E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/8/2013,11/18/2022
KUAS,Bank Nationalnobu Tbk.,5/20/2013,4556256627,Utama,Financials,580,2.64E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/20/2013,11/18/2022
LABA,Mitra Pinasthika Mustika Tbk.,5/29/2013,4462963276,Utama,Consumer Cyclicals,1150,5.13E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/29/2013,11/18/2022
LAND,Apexindo Pratama Duta Tbk.,6/5/2013,2796804997,Pengembangan,Energy,326,9.12E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/5/2013,11/18/2022
LAPD,Dharma Satya Nusantara Tbk.,6/14/2013,10599842400,Utama,Consumer Non-Cyclicals,590,6.25E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/14/2013,11/18/2022
LCGP,Sri Rejeki Isman Tbk.,6/17/2013,20452176844,Utama,Consumer Cyclicals,146,2.99E+12,,,4/16/2020 9:00,4/15/2022 16:00,6/17/2013,11/18/2022
LCKM,Acset Indonusa Tbk.,6/24/2013,12675160000,Utama,Infrastructures,180,2.28E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/24/2013,11/18/2022
LEAD,Saratoga Investama Sedaya Tbk.,6/26/2013,13564835000,Utama,Financials,2580,3.50E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/26/2013,11/18/2022
LFLO,Nusa Raya Cipta Tbk.,6/27/2013,2496258344,Utama,Infrastructures,300,7.49E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/27/2013,11/18/2022
LIFE,Semen Baturaja (Persero) Tbk.,6/28/2013,9932534336,Utama,Basic Materials,428,4.25E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/28/2013,11/18/2022
LINK,Electronic City Indonesia Tbk.,7/3/2013,1334333000,Pengembangan,Consumer Cyclicals,460,6.14E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/3/2013,11/18/2022
LION,Bank Mestika Dharma Tbk.,7/8/2013,4049189100,Utama,Financials,2020,8.18E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2013,11/18/2022
LMAS,Multipolar Technology Tbk.,7/8/2013,1875000000,Utama,Technology,2110,3.96E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2013,11/18/2022
LMPI,Victoria Investama Tbk.,7/8/2013,9150094680,Utama,Financials,208,1.90E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2013,11/18/2022
LMSH,Bank Maspion Indonesia Tbk.,7/11/2013,4399026922,Pengembangan,Financials,1615,7.10E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/11/2013,11/18/2022
LPCK,Siloam International Hospitals,9/12/2013,13006125000,Utama,Healthcare,1130,1.47E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/12/2013,11/18/2022
LPGI,Arita Prima Indonesia Tbk.,10/29/2013,1075760000,Pengembangan,Industrials,204,2.19E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/29/2013,11/18/2022
LPIN,Grand Kartech Tbk.,11/8/2013,971190000,Pengembangan,Industrials,436,4.23E+11,,,4/16/2020 9:00,4/15/2022 16:00,11/8/2013,11/18/2022
LPKR,Indomobil Multi Jasa Tbk.,12/10/2013,8654325000,Utama,Financials,316,2.73E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/10/2013,11/18/2022
LPLI,Logindo Samudramakmur Tbk.,12/11/2013,4049616328,Utama,Energy,107,4.33E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/11/2013,11/18/2022
LPPF,Sawit Sumbermas Sarana Tbk.,12/12/2013,9525000000,Utama,Consumer Non-Cyclicals,1455,1.39E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/12/2013,11/18/2022
LPPS,Industri Jamu dan Farmasi Sido,12/18/2013,30000000000,Utama,Healthcare,755,2.27E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/18/2013,11/18/2022
LRNA,Bank Panin Dubai Syariah Tbk.,1/15/2014,38425504906,Utama,Financials,81,3.11E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/15/2014,11/18/2022
LSIP,Asuransi Maximus Graha Persada,1/16/2014,8958380460,Utama,Financials,127,1.14E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/16/2014,11/18/2022
LTLS,Bank Ina Perdana Tbk.,1/16/2014,5877722813,Utama,Financials,3900,2.29E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/16/2014,11/18/2022
LUCK,Capitol Nusantara Indonesia Tb,1/16/2014,833440000,Pengembangan,Energy,79,65841760000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/16/2014,11/18/2022
LUCY,Tunas Alfin Tbk.,1/17/2014,1353435000,Pengembangan,Basic Materials,308,4.17E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/17/2014,11/18/2022
MABA,Bali Towerindo Sentra Tbk.,3/13/2014,3934592500,Utama,Infrastructures,810,3.19E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/13/2014,11/18/2022
MAGP,Wijaya Karya Beton Tbk.,4/8/2014,8715466600,Utama,Basic Materials,206,1.80E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/8/2014,11/18/2022
MAIN,Graha Layar Prima Tbk.,4/10/2014,873937142,Pengembangan,Consumer Cyclicals,1905,1.66E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/10/2014,11/18/2022
MAMI,Intermedia Capital Tbk.,4/11/2014,39215538400,Utama,Consumer Cyclicals,53,2.08E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/11/2014,11/18/2022
MAPA,Eka Sari Lorena Transport Tbk.,4/15/2014,350000022,Pengembangan,Transportation & Logistic,179,62650003938,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/15/2014,11/18/2022
MAPB,Link Net Tbk.,6/2/2014,2863195484,Utama,Infrastructures,3300,9.45E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/2/2014,11/18/2022
MAPI,Chitose Internasional Tbk.,6/27/2014,1000000000,Pengembangan,Consumer Cyclicals,218,2.18E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/27/2014,11/18/2022
MARI,Batavia Prosperindo Internasio,7/8/2014,562224662,Pengembangan,Financials,10800,6.07E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2014,11/18/2022
MARK,Magna Investama Mandiri Tbk.,7/8/2014,1003080977,Pengembangan,Financials,50,50154048850,,,,,7/8/2014,11/18/2022
MASA,Mitrabara Adiperdana Tbk.,7/10/2014,1227271952,Pengembangan,Energy,7150,8.77E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/10/2014,11/18/2022
MASB,Bank Oke Indonesia Tbk.,7/11/2014,13816569569,Utama,Financials,170,2.35E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/11/2014,11/18/2022
MAYA,Agung Semesta Sejahtera Tbk.,7/11/2014,10069645750,Utama,Properties & Real Estate,50,5.03E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/11/2014,11/18/2022
MBAP,Blue Bird Tbk.,11/5/2014,2502100000,Utama,Transportation & Logistic,1545,3.87E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/5/2014,11/18/2022
MBSS,Soechi Lines Tbk.,12/3/2014,7059000000,Utama,Energy,193,1.36E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/3/2014,11/18/2022
MBTO,Impack Pratama Industri Tbk.,12/17/2014,4833500000,Pengembangan,Industrials,3600,1.74E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/17/2014,11/18/2022
MCAS,Bank IBK Indonesia Tbk.,12/22/2014,17481603282,Pengembangan,Financials,98,1.71E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/22/2014,11/18/2022
MCOL,Intan Baru Prana Tbk.,12/22/2014,1517332349,Pengembangan,Financials,97,1.47E+11,11/1/2021 9:00,2/11/2022 15:59,4/16/2020 9:00,4/15/2022 16:00,12/22/2014,11/18/2022
MCOR,Golden Plantation Tbk.,12/23/2014,3665000759,Pengembangan,Consumer Non-Cyclicals,50,1.83E+11,,,,,12/23/2014,11/18/2022
MDIA,Bank Neo Commerce Tbk.,1/13/2015,9327465018,Utama,Financials,935,8.72E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/13/2015,11/18/2022
MDKA,Mitra Keluarga Karyasehat Tbk.,3/24/2015,14246349500,Utama,Healthcare,2720,3.88E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/24/2015,11/18/2022
MDKI,Mitra Energi Persada Tbk.,5/4/2015,697266668,Pengembangan,Energy,755,5.26E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/4/2015,11/18/2022
MDLN,PP Properti Tbk.,5/19/2015,61675671883,Utama,Properties & Real Estate,50,3.08E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/19/2015,11/18/2022
MDRN,Puradelta Lestari Tbk.,5/29/2015,48198111100,Utama,Properties & Real Estate,162,7.81E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/29/2015,11/18/2022
MEDC,Mega Manunggal Property Tbk.,6/12/2015,6889134608,Pengembangan,Properties & Real Estate,424,2.92E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/12/2015,11/18/2022
MEDS,Merdeka Copper Gold Tbk.,6/19/2015,22904850815,Pengembangan,Basic Materials,4410,1.01E+14,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/19/2015,11/18/2022
MEGA,Bukaka Teknik Utama Tbk.,6/29/2015,2640452000,Pengembangan,Infrastructures,1060,2.80E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/29/2015,11/18/2022
MERK,Garuda Metalindo Tbk.,7/7/2015,2343750000,Pengembangan,Consumer Cyclicals,780,1.83E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/7/2015,11/18/2022
META,Anabatic Technologies Tbk.,7/8/2015,2315361355,Utama,Technology,400,9.26E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2015,11/18/2022
MFIN,Binakarya Jaya Abadi Tbk.,7/14/2015,592280000,Pengembangan,Properties & Real Estate,119,70481320000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/14/2015,11/18/2022
MFMI,Allo Bank Indonesia Tbk.,8/12/2015,21512953877,Pengembangan,Financials,2370,5.10E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,8/12/2015,11/18/2022
MGLV,Victoria Insurance Tbk.,9/28/2015,1460573616,Pengembangan,Financials,140,2.04E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/28/2015,11/18/2022
MGNA,Mitra Komunikasi Nusantara Tbk,10/26/2015,5500000000,Pengembangan,Consumer Cyclicals,50,2.75E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/26/2015,11/18/2022
MGRO,Dua Putra Utama Makmur Tbk.,12/8/2015,4175000000,Utama,Consumer Non-Cyclicals,50,2.09E+11,,,4/16/2020 9:00,4/15/2022 16:00,12/8/2015,11/18/2022
MICE,Ateliers Mecaniques D Indonesi,12/10/2015,1080000000,Pengembangan,Industrials,142,1.53E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/10/2015,11/18/2022
MIDI,Indonesia Pondasi Raya Tbk.,12/10/2015,2003000000,Utama,Infrastructures,173,3.47E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/10/2015,11/18/2022
